gene	logFC	logCPM	PValue	FDR
Arhgef10l	0.432027376932851	6.79952644147363	0.00495136187650219	0.220536334391233
Dlec1	-1.17224513168098	3.09384336735378	0.00508308258813976	0.224961787443881
Nox4	-1.19906288291298	6.04375724931649	0.00509866160496667	0.224961787443881
Fbln7	-0.690059638379954	3.9346763742155	0.00510190946948728	0.224961787443881
Ckmt1	-1.50685457665508	2.4970946123128	0.00514212301810453	0.225025767523599
Bcl6	-0.706762863202088	4.8340961573441	0.00514999984930652	0.225025767523599
Efna5	-0.85884909782293	1.90926717992991	0.00515456475971836	0.225025767523599
Snx7	-0.575226812956265	4.61802276437898	0.00524766297949276	0.228333956177005
Slc12a3	-1.81227605409427	6.45296781446624	0.00527713524647051	0.228728041431005
Emilin1	0.472367406478861	7.78632324796417	0.00529141782740112	0.228728041431005
Kmo	-1.37873988177897	3.43307617071783	0.00531309890490204	0.228914692687021
Aass	-1.33580050996266	6.05323861283565	0.00536229361937695	0.23028169080738
Tmigd1	-1.25450723831144	3.38806324145114	0.00542340255396595	0.231765738091781
Ifit2	0.464031167837687	5.57740331597327	0.00543200948652612	0.231765738091781
Ifi44l	0.819680877980256	2.71106267777603	0.0054738547952331	0.23279774716243
Nlrc5	1.26521717537055	1.99092927335786	0.00550342883581407	0.233302912448144
Nr1d1	1.39732126645265	6.94563769680158	0.00553424279834893	0.233857234145616
Gm4951	0.862203172254825	2.73144121250479	0.00555716084745329	0.234075426878033
Tfcp2l1	-1.04408852498075	5.54060016458327	0.0055923204202868	0.234195052619514
Acnat2	-1.52060316101183	4.129469082664	0.00560690289040725	0.234195052619514
