gene	logFC	logCPM	PValue	FDR
Acsm3	-1.43746033327426	4.24071767851538	1.46853350133881e-05	0.00124411145857011
Igsf9b	1.43141146459502	3.42205570040413	1.51397762979127e-05	0.00127444129651729
Gpihbp1	1.32944011789535	4.45542094653522	1.71760107774923e-05	0.00143669720528695
Btg2	0.920619328461316	8.62169188185255	1.77227707906184e-05	0.00147310779099882
Lif	1.31157817074302	3.50223069753339	1.80226471969634e-05	0.00148867065846917
Ahsa1	-0.976519146794561	7.06328393968557	2.05091190365162e-05	0.001674685389657
H2-T24	0.766422962971035	6.3090625279889	2.0528074540287e-05	0.001674685389657
Dsp	0.902958231680515	6.08927692644348	2.06935791993855e-05	0.00167783032330723
Xlr3b	-3.06179768171239	1.09623659614112	2.11866723706651e-05	0.00170733574421165
Plcb4	0.842950082434564	5.33720088899669	2.35232433987219e-05	0.00188414051368187
Birc3	0.808614198512209	5.89848355305877	2.44369858332771e-05	0.00194215625063998
Ank1	2.37934311595867	-0.316459907929392	2.45414719928025e-05	0.00194215625063998
Icam1	1.31382859331316	5.33066372875148	2.50970065136578e-05	0.00197429784574108
Clec1a	0.777925814514246	6.27317584561911	2.54966183180199e-05	0.00199386572598196
Adamts9	1.07028394510998	5.1910786609837	2.63696749918677e-05	0.00205000955701484
S1pr1	0.810467405188159	7.30049173742945	2.67694729200826e-05	0.00206892019948428
Sult1a1	1.03013567230461	5.9756274464034	2.86716113719074e-05	0.00220304660401819
Armcx4	1.21091876210161	7.43598979175178	2.93398424634865e-05	0.00224136045085224
Rrm1	0.826056233238036	5.61242477554768	2.97669453736322e-05	0.00226091925320645
Gadd45b	1.3353569066712	5.39536761990007	3.06834427296088e-05	0.00230973302953268
Sema3g	-1.22031224396705	11.2438537587216	3.07591565676266e-05	0.00230973302953268
Pak1	-0.953840199132542	8.24246346133317	3.3001247001374e-05	0.00246409310943593
Ces1g	-2.09688170669185	1.28174330297578	3.48370887225396e-05	0.0025781879027101
Qrfpr	2.26611334070384	-0.01483972586786	3.49194638759918e-05	0.0025781879027101
Qsox1	0.795192700221197	6.60626721334159	3.82867479983061e-05	0.00281109811969785
Jam2	0.812518751929723	5.09634542523922	3.8807820773474e-05	0.00283361414001233
Egr3	2.0888147416689	1.866244189727	4.25986804429302e-05	0.00309331956447124
Cyp24a1	1.97807382304459	4.15647838466834	4.35985452372973e-05	0.00314862499374929
Fosl2	0.887316311156201	6.76950540168213	4.44697118996349e-05	0.00319408539383464
Psmb9	1.35419981449563	3.94540294364586	4.93553927583345e-05	0.00352584254429269
Anxa3	0.964671345788267	6.73997454992909	5.14348332186131e-05	0.00365463847213544
Nfkbie	1.17242995457043	5.08207344372234	5.59730567466386e-05	0.00395582843830789
