x	y
10307	0.302101508140373
10308	0.302130154185502
10396	0.297597342812266
10397	0.297610594946299
10477	0.293489857334267
10478	0.293539241649116
10545	0.290088123899039
10546	0.290172471065939
10583	0.288266629920374
10584	0.288372141290365
10803	0.277091622077425
10804	0.277327969615846
10934	0.270631770996294
10935	0.270932109337618
11140	0.260372719206785
11141	0.260769800110774
11190	0.258245848323404
11191	0.258667770394794
11524	0.241515200084708
11525	0.242095250114995
11661	0.23508999617454
11662	0.235753523003155
11806	0.228336195301496
11807	0.229070314323692
11858	0.226443344096021
11859	0.227204293918269
11888	0.225710526533907
11889	0.226488845870482
11963	0.222677163579352
11964	0.223496463350757
12014	0.220921002343237
12015	0.221762256364873
12028	0.221092636502918
12029	0.221941851151656
12042	0.221272231289701
12043	0.222128673690477
12075	0.220480378645664
12076	0.221358015525437
12118	0.21919462827912
12119	0.220096645864198
12271	0.212267244401336
12272	0.213248976417759
12309	0.211343135272194
12310	0.212349891622048
12389	0.208280663230166
12390	0.209331791838367
12426	0.207477459912952
12427	0.208547385739254
12577	0.200821002716693
12578	0.201975854290705
12644	0.198576245760778
12645	0.199773165558778
12749	0.194416206663136
12750	0.195670049705979
13355	0.164506971514983
13356	0.166083698466002
13599	0.153566957969453
13600	0.155296646569118
13852	0.142316323091216
13853	0.144197811596479
14239	0.124315252618422
14240	0.126426476776847
14279	0.124417617190981
14280	0.126551450251366
14314	0.124800136766252
14315	0.126951776891035
14320	0.126694230790283
14321	0.128849662244035
14928	0.0975835656127378
14929	0.100116686799284
15071	0.0928023775379265
15072	0.0954292492553861
15248	0.0863636265089144
15249	0.0890975621717031
15318	0.0855434259813251
15319	0.0883256350414033
15438	0.0821960378435049
15439	0.0850629888106595
15442	0.0849084611502082
15443	0.0877817259233146
15825	0.0681052038258591
15826	0.0712774123411155
15834	0.0708653385799123
15835	0.0740408733692358
15948	0.0682203314922399
15949	0.0714838733527341
15979	0.0699385967482219
15980	0.0732287883921903
16313	0.0560762180821046
16314	0.0596017331976608
16369	0.0567687260893886
16370	0.0603460735859008
16452	0.0561223175335674
16453	0.0597574203900174
16535	0.0555336643376841
16536	0.0592244573520286
16580	0.0569580516654106
16581	0.0606849836549191
16710	0.0540402942555168
16711	0.0578706973306341
16892	0.0485475284834103
16893	0.0525637704483225
17096	0.04210739875779
17097	0.0462983645175087
17115	0.0453711985548013
17116	0.0495821600510886
17634	0.0229003840131777
17635	0.0277140988351493
18048	0.00644079091303134
18049	0.0117948192720195
18051	0.0116918008317187
18052	0.0170478467679138
18221	0.00834278856249506
18222	0.013934564716449
18229	0.0135740001753963
18230	0.0191795968601436
18473	0.00666285636359457
18474	0.0127113478669252
18668	0.00271855915774635
18669	0.00915113002977186
18737	0.00564850305954413
18738	0.0122394312249918
19127	-0.00779765541351648
19128	-0.000103442526286579
19189	-0.00324550495546135
